@id	network	ref	direction	name	route
446854	US:MO	114			road
446855	US:MO	153			road
446856	US:MO	162			road
446857	US:MO	84			road
446858	US:MO	164			road
446860	US:MO	108			road
446864	US:MO	25			road
446865	US:MO:Business	25			road
447596	US:MO	74			road
447600	US:MO	177			road
447604	US:MO	5			road
447606	US:MO:Business	5			road
448269	US:MO	95			road
448273	US:MO	181			road
448274	US:MO	125			road
448276	US:MO	38			road
448278	US:MO	3			road
448804	US:US	61			road
449240	US:US:Business	60			road
449241	US:US:Business	60			road
449242	US:US:Business	60			road
449243	US:US:Business	60			road
449244	US:US:Business	60			road
449245	US:US:Business	63			road
449246	US:US:Business	60			road
449247				Old Business State Hwy 60	road
449248	US:US:Business	60			road
449249	US:US:Business	67			road
449250	US:US:Business	60			road
449251	US:US:Business	60			road
449297	US:US:Business	63			road
450199	US:MO	17			road
450293	US:MO	133			road
450322	US:MO	42			road
450345	US:MO	134			road
450350	US:MO	28			road
450353	US:MO	119			road
450357	US:MO	202			road
450366	US:MO	16			road
450368	US:MO	81			road
450379	US:MO	11			road
450389	US:MO	149			road
450390	US:MO	156			road
450402	US:MO	129			road
450404	US:MO	157			road
450405	US:MO	107			road
450412	US:MO	154			road
450429	US:MO	22			road
450442	US:MO	151			road
450444	US:MO	15			road
450447	US:MO	168			road
450841	US:MO	161			road
450879	US:MO	79			road
452970	US:US	275			road
456622	US:MO	52			road
456624	US:MO	18			road
530310	US:MO	89			road
530383	US:MO	100			road
530726	US:MO	340			road
530727	US:MO	109			road
530740	US:MO	180			road
530788	US:MO	115			road
530810	US:MO	367			road
531743	US:MO	364			road
531851	US:MO	47			road
531896	US:MO	94			road
531897	US:MO	147			road
531907	US:MO	2			road
549983	US:MO:Supplemental	JJ			road
549987	US:MO:Supplemental	Z			road
904839	Amtrak	Southwest Chief	east	Amtrak Southwest Chief: Los Angeles => Chicago	train
1024803	US:MO	350			road
1059604	US:MO:Supplemental	V			road
1059606	US:MO:Supplemental	C			road
1059607	US:MO:Supplemental	J			road
1059614	US:MO:Supplemental	Y			road
1059623	US:MO:Supplemental	D		Missouri Route D (Cass County)	road
1059630	US:MO:Supplemental	YY			road
1059631	US:MO:Supplemental	O		Missouri Route O (Cass County)	road
1060726	US:MO:Supplemental	DD		Missouri Route DD (Cass County)	road
1060752	US:MO:Supplemental	A		Missouri Route A (Cass County)	road
1060758	US:MO:Supplemental	W		Missouri Route W (Cass County)	road
1060778	US:MO:Supplemental	B			road
1060790	US:MO:Supplemental	T			road
1060797	US:MO:Supplemental	TT			road
1060812	US:MO:Supplemental	Z			road
1060813	US:MO:Supplemental	F			road
1061188	US:MO:Supplemental	K			road
1061192	US:MO:Supplemental	P			road
1061198	US:MO:Supplemental	EE			road
1061212	US:MO:Supplemental	M			road
1061213	US:MO:Supplemental	CC			road
1061228	US:MO:Supplemental	E			road
1061229	US:MO:Supplemental	VV			road
1061244	US:MO:Supplemental	KK			road
1061250	US:MO:Supplemental	ZZ			road
1061251	US:MO:Supplemental	BB			road
1061259	US:MO:Supplemental	N			road
1061281	US:MO:Supplemental	O			road
1061282	US:MO:Supplemental	M			road
1061374	US:MO:Supplemental	AA			road
1061386	US:MO:Supplemental	E			road
1061390	US:MO:Supplemental	B			road
1061399	US:MO:Supplemental	K		Missouri Route K (Henry County)	road
1061407	US:MO:Supplemental	H			road
1061409	US:MO:Supplemental	HH			road
1163467	rwn			Katy Trail State Park	hiking
1229145	US:I	155			road
1250814	US:I	44	east		road
1250815	US:I	44	west		road
1267358	US:I	64	west		road
1319478	US:NHS High Priority Corridors			NHS High Priority Corridor 2 (Avenue of the Saints)	road
1319488	US:NHS High Priority Corridors			NHS High Priority Corridor 3	road
1319490	US:NHS High Priority Corridors			NHS High Priority Corridor 8	road
1350654	US:MO:Supplemental	A			road
1350659	US:MO:Supplemental	C			road
1350667	US:MO:Supplemental	E			road
1350669	US:MO:Supplemental	DD			road
1350678	US:MO:Supplemental	F			road
1350679	US:MO:Supplemental	W			road
1350680	US:MO:Supplemental	CC			road
1350681	US:MO:Supplemental	O			road
1351598	US:MO:Supplemental	J			road
1351611	US:MO:Supplemental	H			road
1351613	US:MO:Supplemental	EE			road
1351624	US:MO:Supplemental	JJ			road
1351647				Old State Highway 210	road
1431147				Parsons Subdivision	railway
1431149				Coffeyville Subdivision	railway
1431644				KC Metro Subdivision	railway
1433349				St. Joseph Subdivision	railway
1433350				River Subdivision	railway
1433351				Sedalia Subdivision	railway
1433352				Fort Scott Subdivison	railway
1433353				Marceline Subdivision	railway
1457803				Heavener Subdivision	railway
1457810				Pittsburg Subdivision	railway
1593687	US:US	50			road
1593690	US:US	36			road
1595232	US:US	60			road
1629640	US:US	69			road
1629643	US:US	71			road
1629666	US:US	54			road
1629678	US:US	54			road
1629684	US:US	69			road
1630665	US:US	65			road
1630666	US:US	65			road
1656996	US:IL	146		IL 146	road
1657622	US:IL	150		IL 150	road
1687182	US:I	170			road
1710831	US:MO	31			road
1711302	US:MO	64			road
1711304	US:MO	64B			road
1711305	US:MO	73			road
1711306	US:MO	83			road
1711524	US:MO	106			road
1711525	US:MO	110			road
1711526	US:MO	121			road
1711527	US:MO	124			road
1711528	US:MO	135			road
1711529	US:MO	144			road
1711530	US:MO	163			road
1711531	US:MO	165			road
1711532	US:MO	221			road
1711533	US:MO	224			road
1711534	US:MO	240			road
1711535	US:MO	254			road
1711536	US:MO	413			road
1711537	US:MO	740			road
1711538	US:MO	763			road
1711652	US:MO	10			road
1711653	US:MO	176			road
1711654	US:MO	179			road
1711655	US:MO	465			road
1711656	US:MO	92			road
1711717	US:MO:Spur	15			road
1711718	US:MO:Alternate	240			road
1711719	US:MO:Spur	240			road
1711720	US:MO	27			road
1711721	US:US:Spur	169			road
1711722	US:US:Spur	50			road
1711723	US:US:Spur	69			road
1713312	US:AR	265			road
1713313	US:AR	279			road
1713332	US:AR	143			road
1713334	US:AR	21			road
1713336	US:AR	23			road
1714087	US:AR	395			road
1714097	US:AR	115			road
1714112	US:AR	166			road
1714120	US:AR	90			road
1714121	US:AR	93			road
1714145	US:AR	119			road
1714147	US:AR	139			road
1714149	US:AR	211			road
1715100	US:AR	77			road
1715268	US:AR	137			road
1715277	US:AR	151			road
1715280	US:AR	181			road
1723650				Hamburg Trail	hiking
1737996	MetroLink	Blue		MetroLink Blue Line: Shrewsbury-Lansdowne I-44 → Fairview Heights	light_rail
1737997	MetroLink	Red		MetroLink Red Line: Lambert Airport → Shiloh-Scott	light_rail
1782082	ncn	MRT		Mississippi River Trail (Missouri)	bicycle
1783090	US:GRR			Great River Road (Illinois - National Route)	road
1783091	US:GRR			Great River Road (Iowa - all routes)	road
1784815	US:GRR			Great River Road (Missouri - National Route)	road
1784816	US:GRR				road
1790470	ncn	76		76 (Missouri)	bicycle
1796338					
1796821	US:KS	66		KS 66	road
1796822	US:US:Historic	66		Historic US 66 (KS)	road
1932004	US:US:Business	50			road
1932005	US:US:Business	50			road
1932006	US:US:Business	54			road
1932007	US:US:Business	54			road
1932008	US:US:Business	61			road
1932009	US:US:Business	65			road
1932010	US:US:Business	65			road
1932011	US:US:Business	71			road
1932037	US:US:Business	36			road
1932038	US:US:Business	36			road
1932039	US:US:Business	36			road
1932040	US:US:Business	36			road
1932041	US:US:Business	36			road
1932042	US:US:Business	36			road
1932043	US:US:Business	36			road
1932044	US:US:Business	36			road
1932045	US:US:Business	36			road
1932047	US:US:Business	50			road
1932048	US:US:Business	50			road
1932049	US:US:Business	54			road
1932050	US:US:Business	54			road
1932051	US:US:Business	54			road
1932157	US:US:Business	61			road
1932158	US:US:Business	61			road
1932159	US:US:Business	61			road
1932160	US:US:Business	61			road
1932161	US:US:Business	61			road
1932162	US:US:Business	63			road
1932163	US:US:Business	63			road
1933222	US:I:Business:Loop	35			road
1933223	US:I:Business:Spur	44			road
1933224	US:I:Business:Loop	44			road
1933225	US:I:Business:Loop	44		"I 44 Business (Pacific, MO)"	road
1933226	US:I:Business:Loop	44			road
1933227	US:I:Business:Loop	44			road
1933228	US:I:Business:Loop	55			road
1933229	US:I:Business:Loop	55		"I 55 Business (Festus-Crystal City, MO)"	road
1933230	US:I:Business:Loop	55		"I 55 Business (New Madrid, MO)"	road
1933231	US:I:Business:Loop	57			road
1933232	US:I:Business:Loop	70			road
1933233	US:I:Business:Loop	70			road
1933234	US:I:Business:Loop	70			road
1933235	US:US:Business	136			road
1933236	US:US:Business	136			road
1933237	US:US:Business	136			road
1933238	US:US:Business	160			road
1933239	US:US:Business	65			road
1933240	US:US:Business	65			road
1933241	US:US:Business	65			road
1933242	US:US:Business	65			road
1933243	US:US:Business	67			road
1933244	US:US:Business	67			road
1933245	US:I:Business:Loop	49			road
1933246	US:US:Business	71			road
1933247	US:I:Business:Loop	49			road
1933248	US:US:Business	71		"US 71 Business (Pineville-Anderson, MO)"	road
1939023	US:US:Business	24			road
2062865	lwn	Clearwater Lake		Army Corp of Engineers	hiking
2124738	US:IA	148		IA 148	road
2179781	rcn	66		Route 66	bicycle
2180799	ncn	MRT		Mississippi River Trail (Iowa)	bicycle
2182441	inland waterways			Upper Mississippi River	boat
2182837	inland waterways	M 55		Lower Mississippi River	waterway
2210316				Hoxie Subdivision	railway
2210319				Jonesboro Subdivision	railway
2210323				New Madrid Subdivision	railway
2210325				River Subdivision	railway
2210327				Sikeston Subdivision	railway
2210330				Thayer South Subdivision	railway
2214659				Bagnell Industrial Lead	railway
2214660				Bonne Terre Industrial Lead	railway
2214661				Broadway Industrial Lead	railway
2214662				Chester Subdivision	railway
2214663				Crystal City Industrial Lead	railway
2214664				UP Desoto Subdivision	railway
2214665				UP Jefferson City Subdivision	railway
2214667				Labadie Industrial Lead	railway
2214668				Lake Industrial Lead	railway
2214669				Lesperance Industrial Lead	railway
2214670				Marshall Industrial Lead	railway
2214671				Mosher Industrial Lead	railway
2214672				Pea Ridge Subdivision	railway
2214673				Pixley Industrial Lead	railway
2214674				Ste. Genevieve Industrial Lead	railway
2214675				Trenton Subdivision	railway
2214818				Brookfield Subdivision	railway
2214819				Cherokee Subdivision	railway
2214820				Cuba Subdivision	railway
2214821				Greenfield Lead	railway
2214822				BNSF Hannibal Subdivision	railway
2214823				Kissick Branch	railway
2214824				Lead Line Subdivision	railway
2214826				Thayer North Subdivision	railway
2214827				Thomas Hill Subdivision	railway
2215472				Springfield-Hannibal District	railway
2215473				NS Kansas City District	railway
2215474				NS St. Louis District	railway
2219967	US:MO	242			road
2220250				Napier Subdivision	railway
2221542				Merchants Subdivision	railway
2221759				Springfield District	railway
2304450	US:US	59			road
2304452	US:US	59			road
2304863	US:US	169			road
2304870	US:US	63			road
2304874	US:US	63			road
2304877	US:US	67			road
2304881	US:US	67			road
2304921	lwn				hiking
2308447	US:US	412			road
2308450	US:US	412			road
2308735	US:US	136			road
2308738	US:US	136			road
2308739	US:US	136			road
2309418	US:US	56			road
2310321	US:US	160			road
2310322	US:US	160			road
2310342	US:US	62			road
2310344	US:US	62			road
2318253	US:MO	110			road
2319882					road
2320025					road
2324102	US:I	57	north		road
2324104	US:I	57	south		road
2335811	US:I	35	north		road
2335812	US:I	35	south		road
2335821	US:I	35	north		road
2335822	US:I	35	south		road
2335959	US:I	35	north		road
2335960	US:I	35	south		road
2520838	MetroBus	10	north	10 Gravois-Lindell: Gravois-Hampton Transit Center → Central West End Transit Center	bus
2795760	Amtrak	Texas Eagle		Amtrak Texas Eagle: Chicago => San Antonio	train
2917747	ncn	76		76 (Illinois)	bicycle
3193971	rcn	KT		Katy Trail	bicycle
3223337				Hooper House Trail	hiking
3259919	rcn			Indian Creek Trail	bicycle
3301387	US:IA:Scenic			Loess Hills National Scenic Byway	road
3582128	US:I	29	south		road
3647721	US:MO:Supplemental	U			road
3647722	US:OK	10C			road
3672357	US:MO:Supplemental	O			road
3684119	US:MO:Supplemental	B			road
3684120	US:MO:Supplemental	D			road
3684121	US:MO:Supplemental	E			road
3684122	US:MO:Supplemental	K			road
3684123	US:MO:Supplemental	KK		Missouri Route KK (Vernon County)	road
3684124	US:MO:Supplemental	KK			road
3684125	US:MO:Supplemental	KK			road
3684126	US:MO:Supplemental	T		Missouri Route T (Vernon County)	road
3684219	US:MO:Supplemental	K			road
3684220	US:MO:Supplemental	KK			road
3684221	US:MO:Supplemental	WW			road
3726448				Bootlegger's Run Trail	mtb
3734593	US:US:Historic	66			road
3734770	US:US:Historic	66		Historic US 66 (MO)	road
3734771					
4042935	US:IA:CR	S50		Wayne County Road S50	road
4465990	Tiger Line	402		Trowbridge Loop	bus
4466004	Tiger Line	401		Hearnes Loop	bus
4652182	rwn	R2R		River to River Segment 7 - Alto Pass to Devil's Backbone	hiking
4681285				"Kansas City, Clay County & St Joseph Railroad"	railway
4720713	Amtrak	Southwest Chief	west	Amtrak Southwest Chief: Chicago => Los Angeles	train
4743862	Amtrak	Missouri River Runner		Amtrak Missouri River Runner: Saint Louis => Kansas City	train
4744138	Amtrak	Lincoln Service		Amtrak Lincoln Service: Saint Louis => Chicago	train
5011764				Blue route	bus
5383593	ncn	76		76 (Kansas)	bicycle
5816524	US:MO:Supplemental	K			road
5883849				Zoo Line	train
6022939					power
6022940					power
6022941					power
6022942					power
6022943					power
6022944					power
6022966					power
6022967					power
6022968					power
6022969					power
6022971					power
6022986					power
6022987					power
6022988					power
6022989					power
6023433					power
6023434					power
6023435					power
6023436					power
6023437					power
6023438					power
6023439					power
6023440					power
6023454					power
6023462					power
6023507					power
6023609					power
6023610					power
6023611					power
6023612					power
6023666					power
6023779					power
6023780					power
6023781					power
6023782					power
6023783					power
6023784					power
6023785					power
6023786					power
6023791					power
6023792					power
6023828					power
6023829					power
6023830					power
6024275					power
6024276					power
6024277					power
6024278					power
6024283					power
6024384					power
6024385					power
6024386					power
6024396					power
6024711					power
6024712					power
6024713					power
6024714					power
6024715					power
6024716					power
6024717					power
6024718					power
6024719					power
6024720					power
6024721					power
6024722					power
6024724					power
6024725					power
6024996					power
6025003					power
6025010					power
6025060					power
6025087					power
6025088					power
6025089					power
6025099					power
6025100					power
6025101					power
6084130	lcn	BUS		Busch Greenway	bicycle
6084131	lwn			Old Hamburg Trail	hiking
6117058	US:US:Business	63			road
6517783				Libertyland Flyer RR	train
6528960	RideKC	11		Bus 11: KU Medical Center → Executive Park	bus
6528961	RideKC	12		Bus 12: Downtown Kansas City → 31st & Van Brunt	bus
6528962	RideKC	12		Bus 12: 31st & Van Brunt → Downtown Kansas City	bus
6650952					power
6650959					power
6650976					power
6650977					power
6650978					power
6650979					power
6683048	US:MO:Spur	92			road
6691528				Missouri and Northern Arkansas Railroad	railway
6891068				People's Park Trail	foot
6894923	US:I	70	east		road
6894937	US:I	70	east		road
6898835	US:I	435			road
6898836	US:I	435			road
6906685	US:I	29	north		road
6906692	US:I	29	north		road
6908170	US:I	55			road
6908171	US:I	55			road
6908276	US:I	55	S		road
6910501	US:I	55	N		road
6930435	US:I	64	east		road
6993791					power
6993792					power
6993793					power
7138073				Ozark Valley Railroad	railway
7138096				Central Belt Sub	railway
7140943				Columbia Terminal Railroad	railway
7140983				Central Midland Railway	railway
7150059				West Belt Subdivision	railway
7161297					foot
7170108				Roodhouse Subdivision	
7176641	rwn			Cedar Creek Trail	hiking
7178235					power
7182895	lwn			Moon Loop	hiking
7190373	rcn			Little Blue Trace Trail	bicycle
7258425	RideKC	15		Route 15: Eastbound	bus
7258435	RideKC	23		Bus 23: 31st & Southwest → Blue Valley Park	bus
7258455	RideKC	24		Bus 24: Downtown Kansas City → Independence Transit Center	bus
7258774	RideKC	27		27th Street	bus
7258838	RideKC	31		Bus 31: Penn Valley → Blue Ridge Crossing	bus
7260763	lcn	BOS		Boschert Greenway	bicycle
7267937	KCATA	32		32 - Linwood Link	bus
7267968	RideKC	35		35th Street	bus
7267990	RideKC	39		39th Street	bus
7268023	RideKC	40		40 - Crossroads-Plaza	bus
7268316	RideKC	47		Broadway	bus
7268317	RideKC	51		51 - Ward Parkway	bus
7268327	RideKC	55		Bus 55: River Market → Blue Parkway & Kensington	bus
7268337	KCATA	57		57 Wornall	bus
7268339	RideKC	63		63rd Street	bus
7268450	RideKC	71		71 - Prospect	bus
7268460	KCATA	75		75th Street	bus
7268494	RideKC	85		Paseo	bus
7268631	RideKC	MMAX		Main Street MAX: Northbound	bus
7268639	RideKC	TMAX		Troost MAX	bus
7268671	RideKC	101		State Ave	bus
7268808	RideKC	103		3rd - Fairfax	bus
7271954	RideKC	106		106 - Quindaro	bus
7272109	RideKC	18		18 - Indiana	bus
7272150	RideKC	21		Cleveland-Antioch	bus
7272622		305		305 - IndeBus Orange Route	bus
7272785	RideKC	28		Blue Ridge	bus
7279186		401		401 - Metcalf-Plaza	bus
7279190	RideKC	232		232 - Gracemor	bus
7279595	RideKC	233		233 - Vivion/Antioch	bus
7279660	KCATA	234		234 - Boardwalk/Antioch	bus
7282849	RideKC	201		201 - North Oak	bus
7300581	lcn	WB		Washington Bikeway	bicycle
7308763	US:KS	126			road
7321307	RideKC	403		403 - Antioch-Olathe	bus
7321310		475		475 - Quivira-75th Street	bus
7321561	RideKC	238		238 - Meadowbrook	bus
7329846	lcn	MER		Meremec Greenway	bicycle
7367156	US:MO	9			road
7367262	US:MO:Supplemental	AA			road
7367361	US:MO:Supplemental	K			road
7373788	US:MO:Supplemental	FF			road
7382921	US:MO	138			road
7391645	US:I:Business:Loop	44			road
7393506	US:MO:Supplemental	CC			road
7397610	US:MO	765			road
7398703	US:MO:Supplemental	BB			road
7400493				CPKC Mexico Subdivision	railway
7401791	US:MO:Spur	45			road
7409019	US:MO	210			road
7419475	US:MO	64A			road
7419625	US:MO:Supplemental	OO			road
7432066	lcn	FF		Fee Fee Greenway	bicycle
7453127	US:MO	1			road
7453992	US:MO:Spur	45			road
7453993	US:MO:Spur	9			road
7456277				Laredo Subdivision	railway
7456287				Kansas City Subdivision	railway
7456922	US:MO:Supplemental	AC			road
7471620	US:US	50	west		road
7471621	US:US	50	east		road
7473092	US:US	400	east		road
7488498	US:MO:Supplemental	KK			road
7488543	US:MO:Supplemental	UU			road
7489588	US:MO:Business	13			road
7492979	US:MO:Supplemental	RA			road
7496066	US:MO:Spur	10			road
7512700	rcn			St. Louis Riverfront Trail	bicycle
7518859	US:US:Spur	71			road
7529956	US:I	49	south		road
7529957	US:I	49	north		road
7580854	US:MO:Business	7			road
7580966	US:MO:Supplemental	DD			road
7586591	US:MO:Business	13			road
7590361	US:MO:Supplemental	C			road
7594038	lcn	CEN		Centennial Greenway	bicycle
7598400	US:MO:Supplemental	MM			road
7600383	US:MO:Supplemental	TT			road
7601037	US:MO:Supplemental	B			road
7606628	US:MO:Supplemental	MM			road
7606677	US:MO:Supplemental:Spur	P			road
7606703	US:MO:Supplemental:Spur	N			road
7614523	US:MO:Supplemental	JJ			road
7614630	US:MO:Supplemental	FF			road
7616552	US:MO:Business	5			road
7668923	lcn			Creve Coeur Lake Memorial Park Trails	bicycle
7678836	US:MO:Business	13			road
7687871	US:MO:Supplemental	AC			road
7755652	inland waterways			Middle Mississippi River	boat
7770009	US:MO:Supplemental	F			road
7773636	US:US:Connector	63			road
7785848	US:MO:Business	13			road
7785857	US:MO:Spur	13			road
7785931	US:MO:Business	13			road
7787389	US:MO:Business	10			road
7824363	rcn	FHT		Frisco Highline Trail	bicycle
7825325	MetroBus	35		Rock Road	bus
7825409	RideKC	601		Streetcar : River Market North to UMKC	tram
7825410	RideKC	601		Streetcar 601: UMKC to River Market North	tram
7825618	RideKC	9		Bus 9: Truman & Ewing → 12th & Wyoming	bus
7825619	RideKC	9		Bus 9: 12th & Wyoming → Truman & Ewing	bus
7834150	US:I:Alternate	70		"I 70 Alternate (Kansas City, KS & MO)"	road
7845652	US:MO:Supplemental	Y			road
7845887	US:MO:Supplemental	MM			road
7848216	US:MO:Supplemental	W			road
7848843	US:MO:Supplemental	H			road
7851222	US:MO:Supplemental	P			road
7858098	US:MO:Supplemental	V			road
7893917	RideKC	11		Bus 11: Executive Park → KU Medical Center	bus
7900926	RideKC	27		Bus 27: 31st & Van Brunt → 25th & Summit	bus
7902615	RideKC	39		Route 39: Westbound	bus
7903050	RideKC	MMAX		Main Street MAX	bus
7903482	RideKC	15		Route 15: Westbound	bus
7908563	US:MO:Supplemental	FF			road
7914497	US:MO:Supplemental	AW			road
7917479	US:MO:Business	240			road
7920015	US:MO:Supplemental	PP			road
7926951	US:MO:Business	13			road
7927077	US:MO:Supplemental	F			road
7928415	US:MO:Supplemental	AA			road
7928667	US:MO:Supplemental	BB			road
7929247	US:MO:Supplemental	FF			road
7939190	US:MO:Supplemental	O			road
7939204	US:MO:Supplemental	WW			road
7943638	US:MO:Supplemental	YY			road
7946093	US:MO:Supplemental	C			road
8016164	US:MO:Supplemental	W			road
8116921	US:MO:Supplemental	A			road
8123646	US:MO:Supplemental	KK			road
8126466	US:MO:Supplemental	F			road
8136948				Coronita Drive	road
8136953				Villa Gran Way	road
8136954				Villa Gran Way	road
8137070				Coronita Drive	road
8137071				Coronita Drive	road
8137072				Coronita Way	road
8137073				Coronita Drive	road
8137074				Coronita Drive	road
8137111				Coronita Court	road
8137112				Coronita Court	road
8137113				Coronita Court	road
8137114				Coronita Court	road
8137115				Coronita Drive	road
8137116				Coronita Drive	road
8137456				Villa Gran Way	road
8137457				Villa Gran Way	road
8137458				Villa Gran Way	road
8137459				Villa Gran Way	road
8137460				Villa Gran Way	road
8137461				Villa Gran Way	road
